outer_key,arm_id,outer_role,receiver,seed,k_shot,new_class_count,slice,scenario,old_query_count,new_query_count,e0_old_query_count,e0_new_query_count,candidate_h_old_new,e0_h_old_new,delta_h_old_new,candidate_old_balanced_accuracy,e0_old_balanced_accuracy,delta_old_balanced_accuracy,candidate_c_old_acc,e0_c_old_acc,delta_c_old_acc,candidate_old_floor,e0_old_floor,delta_old_floor,candidate_seen_new_acc,e0_seen_new_acc,delta_seen_new_acc,candidate_average_forgetting,e0_average_forgetting,delta_average_forgetting,candidate_new_to_old_rate,e0_new_to_old_rate,delta_new_to_old_rate,candidate_old_to_new_rate,e0_old_to_new_rate,delta_old_to_new_rate
rx_8_8__seed_713103__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,8-8,713103,10,5,K10_new5,leo_low_elev_weak,120.0,100.0,120.0,100.0,0.31675126903553297,0.6985915492957747,-0.38184028026024175,0.26666666666666666,0.7999999999999999,-0.5333333333333332,0.26666666666666666,0.8,-0.5333333333333334,0.0,0.5,-0.5,0.39,0.62,-0.22999999999999998,0.5916666666666666,0.05833333333333324,0.5333333333333333,0.24,0.32,-0.08000000000000002,0.425,0.058333333333333334,0.36666666666666664
rx_8_8__seed_713103__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,8-8,713103,10,5,K10_new5,leo_rain_weak,120.0,100.0,120.0,100.0,0.26848249027237353,0.7342665173572228,-0.4657840270848493,0.16666666666666666,0.6583333333333333,-0.4916666666666667,0.16666666666666666,0.6583333333333333,-0.4916666666666667,0.1,0.35,-0.24999999999999997,0.69,0.83,-0.14,0.6166666666666667,0.125,0.4916666666666667,0.03,0.14,-0.11000000000000001,0.75,0.21666666666666667,0.5333333333333333
rx_8_8__seed_713106__k_5__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,8-8,713106,5,20,K5_new20,leo_clear_weak,120.0,400.0,120.0,400.0,0.23838383838383836,0.7014218009478672,-0.46303796256402885,0.19999999999999998,0.6666666666666666,-0.4666666666666667,0.2,0.6666666666666666,-0.4666666666666666,0.0,0.25,-0.25,0.295,0.74,-0.445,0.7083333333333333,0.2416666666666667,0.46666666666666656,0.015,0.0625,-0.0475,0.7916666666666666,0.21666666666666667,0.575
rx_8_8__seed_713106__k_5__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,8-8,713106,5,20,K5_new20,leo_low_elev_weak,120.0,400.0,120.0,400.0,0.4332549388523048,0.6188425302826379,-0.1855875914303331,0.5083333333333334,0.6333333333333333,-0.12499999999999989,0.5083333333333333,0.6333333333333333,-0.125,0.0,0.25,-0.25,0.3775,0.605,-0.22749999999999998,0.2333333333333334,0.10833333333333339,0.125,0.225,0.14,0.08499999999999999,0.2833333333333333,0.21666666666666667,0.06666666666666665
rx_8_8__seed_713106__k_5__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,8-8,713106,5,20,K5_new20,leo_rain_weak,120.0,400.0,120.0,400.0,0.24429530201342284,0.6091655266757866,-0.36487022466236374,0.21666666666666667,0.6083333333333333,-0.3916666666666666,0.21666666666666667,0.6083333333333333,-0.3916666666666666,0.0,0.3,-0.3,0.28,0.61,-0.32999999999999996,0.5,0.10833333333333339,0.3916666666666666,0.0825,0.09,-0.007499999999999993,0.5333333333333333,0.15,0.3833333333333333
rx_7_14__seed_713104__k_10__new_10,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-14,713104,10,10,K10_new10,leo_clear_weak,120.0,200.0,120.0,200.0,0.2983286908077994,0.7683297180043385,-0.4700010271965391,0.2833333333333333,0.7666666666666666,-0.4833333333333333,0.2833333333333333,0.7666666666666667,-0.4833333333333334,0.0,0.4,-0.4,0.315,0.77,-0.455,0.625,0.1416666666666666,0.4833333333333334,0.05,0.045,0.0050000000000000044,0.7166666666666667,0.18333333333333332,0.5333333333333333
rx_7_14__seed_713104__k_10__new_10,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-14,713104,10,10,K10_new10,leo_low_elev_weak,120.0,200.0,120.0,200.0,0.6056224899598394,0.7399325084364454,-0.13431001847660606,0.725,0.7666666666666666,-0.04166666666666663,0.725,0.7666666666666667,-0.04166666666666674,0.25,0.4,-0.15000000000000002,0.52,0.715,-0.19499999999999995,0.16666666666666674,0.125,0.04166666666666674,0.35,0.18,0.16999999999999998,0.10833333333333334,0.11666666666666667,-0.008333333333333331
rx_7_14__seed_713104__k_10__new_10,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-14,713104,10,10,K10_new10,leo_rain_weak,120.0,200.0,120.0,200.0,0.5683284457478005,0.6831912302070646,-0.11486278445926412,0.5666666666666667,0.6583333333333333,-0.09166666666666667,0.5666666666666667,0.6583333333333333,-0.09166666666666667,0.0,0.2,-0.2,0.57,0.71,-0.14,0.275,0.18333333333333335,0.09166666666666667,0.12,0.15,-0.03,0.4,0.21666666666666667,0.18333333333333335
rx_3_19__seed_713102__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,3-19,713102,10,5,K10_new5,leo_clear_weak,120.0,100.0,120.0,100.0,0.4290697674418605,0.5993103448275862,-0.17024057738572568,0.45,0.6583333333333333,-0.20833333333333331,0.45,0.6583333333333333,-0.20833333333333331,0.0,0.25,-0.25,0.41,0.55,-0.14000000000000007,0.3333333333333333,0.125,0.20833333333333331,0.12,0.32,-0.2,0.475,0.19166666666666668,0.2833333333333333
rx_3_19__seed_713102__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,3-19,713102,10,5,K10_new5,leo_low_elev_weak,120.0,100.0,120.0,100.0,0.33333333333333326,0.49597989949748744,-0.16264656616415418,0.375,0.525,-0.15000000000000002,0.375,0.525,-0.15000000000000002,0.0,0.2,-0.2,0.3,0.47,-0.16999999999999998,0.2666666666666667,0.1166666666666667,0.15000000000000002,0.11,0.26,-0.15000000000000002,0.5,0.2,0.3
rx_3_19__seed_713102__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,3-19,713102,10,5,K10_new5,leo_rain_weak,120.0,100.0,120.0,100.0,0.3981308411214953,0.5291079812206573,-0.13097714009916195,0.5916666666666667,0.5750000000000001,0.016666666666666607,0.5916666666666667,0.575,0.01666666666666672,0.05,0.3,-0.25,0.3,0.49,-0.19,0.08333333333333337,0.10000000000000009,-0.01666666666666672,0.53,0.31,0.22000000000000003,0.09166666666666666,0.18333333333333332,-0.09166666666666666
rx_7_7__seed_713105__k_10__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713105,10,20,K10_new20,leo_clear_weak,120.0,400.0,120.0,400.0,0.5948299791811242,0.8505386875612145,-0.2557087083800903,0.6583333333333333,0.8666666666666667,-0.20833333333333337,0.6583333333333333,0.8666666666666667,-0.20833333333333337,0.35,0.55,-0.20000000000000007,0.5425,0.835,-0.2925,0.32499999999999996,0.11666666666666659,0.20833333333333337,0.3275,0.045,0.28250000000000003,0.016666666666666666,0.13333333333333333,-0.11666666666666667
rx_7_7__seed_713105__k_10__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713105,10,20,K10_new20,leo_low_elev_weak,120.0,400.0,120.0,400.0,0.42590529247910863,0.7184210526315788,-0.2925157601524702,0.5499999999999999,0.7583333333333333,-0.20833333333333337,0.55,0.7583333333333333,-0.20833333333333326,0.15,0.4,-0.25,0.3475,0.6825,-0.335,0.3833333333333333,0.17500000000000004,0.20833333333333326,0.35,0.1025,0.2475,0.10833333333333334,0.15833333333333333,-0.04999999999999999
rx_7_7__seed_713105__k_10__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713105,10,20,K10_new20,leo_rain_weak,120.0,400.0,120.0,400.0,0.4479357798165137,0.7399831176139561,-0.29204733779744235,0.775,0.7583333333333333,0.01666666666666672,0.775,0.7583333333333333,0.01666666666666672,0.5,0.45,0.04999999999999999,0.315,0.7225,-0.40750000000000003,0.15833333333333333,0.17500000000000004,-0.01666666666666672,0.5925,0.0875,0.505,0.0,0.20833333333333334,-0.20833333333333334
rx_7_7__seed_713104__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713104,10,5,K10_new5,leo_clear_weak,120.0,100.0,120.0,100.0,0.20045766590389016,0.8908325537885875,-0.6903748878846974,0.6083333333333333,0.8916666666666666,-0.2833333333333333,0.6083333333333333,0.8916666666666667,-0.28333333333333344,0.3,0.6,-0.3,0.12,0.89,-0.77,0.33333333333333337,0.04999999999999993,0.28333333333333344,0.88,0.1,0.78,0.008333333333333333,0.1,-0.09166666666666667
rx_7_7__seed_713104__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713104,10,5,K10_new5,leo_low_elev_weak,120.0,100.0,120.0,100.0,0.1935483870967742,0.8396039603960396,-0.6460555732992654,0.5,0.8833333333333333,-0.3833333333333333,0.5,0.8833333333333333,-0.3833333333333333,0.0,0.6,-0.6,0.12,0.8,-0.68,0.4833333333333333,0.09999999999999998,0.3833333333333333,0.86,0.18,0.6799999999999999,0.008333333333333333,0.09166666666666666,-0.08333333333333333
rx_7_7__seed_713104__k_10__new_5,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,performance,7-7,713104,10,5,K10_new5,leo_rain_weak,120.0,100.0,120.0,100.0,0.2431578947368421,0.817293997965412,-0.5741361032285699,0.6416666666666667,0.8583333333333334,-0.21666666666666667,0.6416666666666667,0.8583333333333333,-0.21666666666666656,0.2,0.55,-0.35000000000000003,0.15,0.78,-0.63,0.32499999999999996,0.10833333333333339,0.21666666666666656,0.84,0.18,0.6599999999999999,0.0,0.058333333333333334,-0.058333333333333334
rx_20_1__seed_713106__k_1__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,liveness,20-1,713106,1,20,K1_new20,leo_clear_weak,120.0,400.0,120.0,400.0,0.36358511837655016,0.36358511837655016,0.0,0.4166666666666667,0.4166666666666667,0.0,0.4166666666666667,0.4166666666666667,0.0,0.2,0.2,0.0,0.3225,0.3225,0.0,0.27499999999999997,0.27499999999999997,0.0,0.1225,0.1225,0.0,0.43333333333333335,0.43333333333333335,0.0
rx_20_1__seed_713106__k_1__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,liveness,20-1,713106,1,20,K1_new20,leo_low_elev_weak,120.0,400.0,120.0,400.0,0.36305732484076436,0.36305732484076436,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.285,0.285,0.0,0.25,0.25,0.0,0.175,0.175,0.0,0.36666666666666664,0.36666666666666664,0.0
rx_20_1__seed_713106__k_1__new_20,E0_FULL_D42_QUANTIZATION_INTERCEPT_CLOSURE,liveness,20-1,713106,1,20,K1_new20,leo_rain_weak,120.0,400.0,120.0,400.0,0.2697885196374622,0.2697885196374622,0.0,0.31666666666666665,0.31666666666666665,0.0,0.31666666666666665,0.31666666666666665,0.0,0.0,0.0,0.0,0.235,0.235,0.0,0.3416666666666667,0.3416666666666667,0.0,0.225,0.225,0.0,0.5166666666666667,0.5166666666666667,0.0
