accepted,adaptation_mode,day_i,gate_method,predicted_label,role,rx_label,sample_id,scenario,sig_i,true_label,tx_label,unknown_score
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig7,leo_clear_weak,7,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig8,leo_clear_weak,8,2,20-15,-0.17457197606563568
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig9,leo_clear_weak,9,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig10,leo_clear_weak,10,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig11,leo_clear_weak,11,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig12,leo_clear_weak,12,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,20-15|20-1|day0|eq1|sig13,leo_clear_weak,13,2,20-15,-0.17134685814380646
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-15|20-1|day0|eq1|sig14,leo_clear_weak,14,2,20-15,-0.23908181488513947
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig15,leo_clear_weak,15,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-15|20-1|day0|eq1|sig16,leo_clear_weak,16,2,20-15,-0.28468188643455505
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-15|20-1|day0|eq1|sig17,leo_clear_weak,17,2,20-15,-0.25871801376342773
True,support_head_finetune,0,support_head_confidence_quantile,0,target_old_query,20-1,20-15|20-1|day0|eq1|sig18,leo_clear_weak,18,2,20-15,-0.15762746334075928
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig19,leo_clear_weak,19,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig20,leo_clear_weak,20,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig21,leo_clear_weak,21,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-15|20-1|day0|eq1|sig22,leo_clear_weak,22,2,20-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-15|20-1|day0|eq1|sig23,leo_clear_weak,23,2,20-15,-0.15973035991191864
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-15|20-1|day0|eq1|sig24,leo_clear_weak,24,2,20-15,-0.15924423933029175
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig5,leo_clear_weak,5,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig6,leo_clear_weak,6,3,20-19,-0.2180556058883667
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig7,leo_clear_weak,7,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-19|20-1|day0|eq1|sig8,leo_clear_weak,8,3,20-19,-0.16618172824382782
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig9,leo_clear_weak,9,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig10,leo_clear_weak,10,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-19|20-1|day0|eq1|sig11,leo_clear_weak,11,3,20-19,-0.17021891474723816
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig12,leo_clear_weak,12,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig13,leo_clear_weak,13,3,20-19,-0.1725875437259674
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig14,leo_clear_weak,14,3,20-19,-0.2555660307407379
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-19|20-1|day0|eq1|sig15,leo_clear_weak,15,3,20-19,-0.17586687207221985
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,20-19|20-1|day0|eq1|sig16,leo_clear_weak,16,3,20-19,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig17,leo_clear_weak,17,3,20-19,-0.1999427229166031
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig18,leo_clear_weak,18,3,20-19,-0.2108590453863144
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig19,leo_clear_weak,19,3,20-19,-0.3398461639881134
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig20,leo_clear_weak,20,3,20-19,-0.25131022930145264
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,20-19|20-1|day0|eq1|sig21,leo_clear_weak,21,3,20-19,-0.2051878720521927
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-19|20-1|day0|eq1|sig22,leo_clear_weak,22,3,20-19,-0.1794705092906952
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-19|20-1|day0|eq1|sig23,leo_clear_weak,23,3,20-19,-0.18821799755096436
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,20-19|20-1|day0|eq1|sig24,leo_clear_weak,24,3,20-19,-0.17167094349861145
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig5,leo_clear_weak,5,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig6,leo_clear_weak,6,4,6-15,-0.16169412434101105
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,6-15|20-1|day0|eq1|sig7,leo_clear_weak,7,4,6-15,-0.17617805302143097
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig8,leo_clear_weak,8,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig9,leo_clear_weak,9,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,6-15|20-1|day0|eq1|sig10,leo_clear_weak,10,4,6-15,-0.17323040962219238
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig11,leo_clear_weak,11,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig12,leo_clear_weak,12,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,6-15|20-1|day0|eq1|sig13,leo_clear_weak,13,4,6-15,-0.19775259494781494
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,6-15|20-1|day0|eq1|sig14,leo_clear_weak,14,4,6-15,-0.21601498126983643
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig15,leo_clear_weak,15,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,6-15|20-1|day0|eq1|sig16,leo_clear_weak,16,4,6-15,-0.17069736123085022
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig17,leo_clear_weak,17,4,6-15,-0.2164689600467682
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,6-15|20-1|day0|eq1|sig18,leo_clear_weak,18,4,6-15,-0.17449361085891724
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,6-15|20-1|day0|eq1|sig19,leo_clear_weak,19,4,6-15,-0.17485792934894562
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,6-15|20-1|day0|eq1|sig20,leo_clear_weak,20,4,6-15,-0.17230573296546936
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig21,leo_clear_weak,21,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,6-15|20-1|day0|eq1|sig22,leo_clear_weak,22,4,6-15,-0.36981257796287537
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,6-15|20-1|day0|eq1|sig23,leo_clear_weak,23,4,6-15,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,6-15|20-1|day0|eq1|sig24,leo_clear_weak,24,4,6-15,-0.237538680434227
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,8-20|20-1|day0|eq1|sig5,leo_clear_weak,5,5,8-20,-0.18273572623729706
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig6,leo_clear_weak,6,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig7,leo_clear_weak,7,5,8-20,-0.2047179937362671
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig8,leo_clear_weak,8,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig9,leo_clear_weak,9,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig10,leo_clear_weak,10,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig11,leo_clear_weak,11,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig12,leo_clear_weak,12,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig13,leo_clear_weak,13,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig14,leo_clear_weak,14,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig15,leo_clear_weak,15,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig16,leo_clear_weak,16,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig17,leo_clear_weak,17,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig18,leo_clear_weak,18,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig19,leo_clear_weak,19,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_old_query,20-1,8-20|20-1|day0|eq1|sig20,leo_clear_weak,20,5,8-20,-0.2308664172887802
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig21,leo_clear_weak,21,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig22,leo_clear_weak,22,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,8-20|20-1|day0|eq1|sig23,leo_clear_weak,23,5,8-20,-0.18060487508773804
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig24,leo_clear_weak,24,5,8-20,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig5,leo_clear_weak,5,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-16|20-1|day0|eq1|sig6,leo_clear_weak,6,6,1-16,-0.1610981673002243
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig7,leo_clear_weak,7,6,1-16,-0.19280657172203064
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig8,leo_clear_weak,8,6,1-16,-0.33636149764060974
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig9,leo_clear_weak,9,6,1-16,-0.2031138837337494
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig10,leo_clear_weak,10,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig11,leo_clear_weak,11,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-16|20-1|day0|eq1|sig12,leo_clear_weak,12,6,1-16,-0.15737329423427582
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-16|20-1|day0|eq1|sig13,leo_clear_weak,13,6,1-16,-0.16643387079238892
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig14,leo_clear_weak,14,6,1-16,-0.35774093866348267
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig15,leo_clear_weak,15,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-16|20-1|day0|eq1|sig16,leo_clear_weak,16,6,1-16,-0.1671767383813858
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig17,leo_clear_weak,17,6,1-16,-0.23786993324756622
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig18,leo_clear_weak,18,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-16|20-1|day0|eq1|sig19,leo_clear_weak,19,6,1-16,-0.18040235340595245
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-16|20-1|day0|eq1|sig20,leo_clear_weak,20,6,1-16,-0.17420119047164917
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-16|20-1|day0|eq1|sig21,leo_clear_weak,21,6,1-16,-0.17591552436351776
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig22,leo_clear_weak,22,6,1-16,-0.21675097942352295
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-16|20-1|day0|eq1|sig23,leo_clear_weak,23,6,1-16,-0.16324134171009064
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-16|20-1|day0|eq1|sig24,leo_clear_weak,24,6,1-16,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig5,leo_clear_weak,5,7,1-18,-0.32856327295303345
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-18|20-1|day0|eq1|sig6,leo_clear_weak,6,7,1-18,-0.16620087623596191
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig7,leo_clear_weak,7,7,1-18,-0.17295873165130615
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig8,leo_clear_weak,8,7,1-18,-0.36584463715553284
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-18|20-1|day0|eq1|sig9,leo_clear_weak,9,7,1-18,-0.16736072301864624
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig10,leo_clear_weak,10,7,1-18,-0.16321006417274475
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig11,leo_clear_weak,11,7,1-18,-0.18475191295146942
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-18|20-1|day0|eq1|sig12,leo_clear_weak,12,7,1-18,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig13,leo_clear_weak,13,7,1-18,-0.1644877940416336
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig14,leo_clear_weak,14,7,1-18,-0.18764889240264893
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-18|20-1|day0|eq1|sig15,leo_clear_weak,15,7,1-18,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig16,leo_clear_weak,16,7,1-18,-0.31502798199653625
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-18|20-1|day0|eq1|sig17,leo_clear_weak,17,7,1-18,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-18|20-1|day0|eq1|sig18,leo_clear_weak,18,7,1-18,-0.16666850447654724
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig19,leo_clear_weak,19,7,1-18,-0.17587810754776
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-18|20-1|day0|eq1|sig20,leo_clear_weak,20,7,1-18,-0.17579549551010132
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-18|20-1|day0|eq1|sig21,leo_clear_weak,21,7,1-18,-0.1756398230791092
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-18|20-1|day0|eq1|sig22,leo_clear_weak,22,7,1-18,-0.19008304178714752
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-18|20-1|day0|eq1|sig23,leo_clear_weak,23,7,1-18,-0.18438197672367096
True,support_head_finetune,0,support_head_confidence_quantile,5,target_new_query,20-1,1-18|20-1|day0|eq1|sig24,leo_clear_weak,24,7,1-18,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig0,leo_clear_weak,0,-1,10-1,-0.17671489715576172
True,support_head_finetune,0,support_head_confidence_quantile,5,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig1,leo_clear_weak,1,-1,10-1,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,7,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig2,leo_clear_weak,2,-1,10-1,-0.1683667153120041
True,support_head_finetune,0,support_head_confidence_quantile,5,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig3,leo_clear_weak,3,-1,10-1,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,5,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig4,leo_clear_weak,4,-1,10-1,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,6,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig5,leo_clear_weak,5,-1,10-1,-0.3485948145389557
True,support_head_finetune,0,support_head_confidence_quantile,5,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig6,leo_clear_weak,6,-1,10-1,-0.24683138728141785
True,support_head_finetune,0,support_head_confidence_quantile,1,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig7,leo_clear_weak,7,-1,10-1,-0.16578544676303864
